品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Panasonic(松下),ETQP4M100KVC,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100KVC,Model PDF: ETQP4M100KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVC,功率电感,SMT,ETQP4M100,10mm square,L1=10.0243uH | C1=19.94pF | R2=0.0255Ω | R1=16689.4Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100KVC,,,,,,,,,,,,,,,,,,10.0243,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M100KVK,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100KVK,Model PDF: ETQP4M100KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVK,功率电感,SMT,ETQP4M100,8mm square,L1=9.4967uH | C1=21.16pF | R2=0.0406Ω | R1=16269Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100KVK,,,,,,,,,,,,,,,,,,9.4967,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M100YFN,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100YFN,Model PDF: ETQP4M100YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100YFN,功率电感,SMT,ETQP4M100,6mm square,L1=10.1085uH | C1=13.26pF | R2=0.0542Ω | R1=10895.2476Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100YFN,,,,,,,,,,,,,,,,,,10.1085,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M100YFP,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100YFP,Model PDF: ETQP4M100YFP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100YFP,功率电感,SMT,ETQP4M100,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100YFP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100YFP,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M101KVC,ETQP4M101,,,,,,,Automotive,Source archive: ETQP4M101KVC,Model PDF: ETQP4M101KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M101KVC,功率电感,SMT,ETQP4M101,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M101KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M101KVC,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M150KFM,ETQP4M150,,,,,,,Automotive,Source archive: ETQP4M150KFM,Model PDF: ETQP4M150KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KFM,功率电感,SMT,ETQP4M150,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M150KFM,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M150KFN,ETQP4M150,,,,,,,Automotive,Source archive: ETQP4M150KFN,Model PDF: ETQP4M150KFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KFN,功率电感,SMT,ETQP4M150,6mm square,L1=14.7211uH | C1=20.07pF | R2=0.0649Ω | R1=17803.27Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M150KFN,,,,,,,,,,,,,,,,,,14.7211,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M150KVC,ETQP4M150,,,,,,,Automotive,Source archive: ETQP4M150KVC,Model PDF: ETQP4M150KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KVC,功率电感,SMT,ETQP4M150,10mm square,L1=14.3038uH | C1=19.14pF | R2=0.0381Ω | R1=23792.9Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M150KVC,,,,,,,,,,,,,,,,,,14.3038,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M150KVK,ETQP4M150,,,,,,,Automotive,Source archive: ETQP4M150KVK,Model PDF: ETQP4M150KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KVK,功率电感,SMT,ETQP4M150,8mm square,L1=14.064uH | C1=15.6pF | R2=0.0562Ω | R1=24895.7Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M150KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M150KVK,,,,,,,,,,,,,,,,,,14.064,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M1R0KVC,ETQP4M1R0,,,,,,,Automotive,Source archive: ETQP4M1R0KVC,Model PDF: ETQP4M1R0KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R0KVC,功率电感,SMT,ETQP4M1R0,10mm square,L1=0.8988uH | C1=14.02pF | R2=0.0026Ω | R1=1720.12Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R0KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M1R0KVC,,,,,,,,,,,,,,,,,,0.8988,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M1R0KVK,ETQP4M1R0,,,,,,,Automotive,Source archive: ETQP4M1R0KVK,Model PDF: ETQP4M1R0KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R0KVK,功率电感,SMT,ETQP4M1R0,8mm square,L1=0.9574uH | C1=11.68pF | R2=0.0038Ω | R1=1901.18Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R0KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M1R0KVK,,,,,,,,,,,,,,,,,,0.9574,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP3M1R2KFM,ETQP3M1R2,,,,,,,Automotive,Source archive: ETQP4M1R2KFM,Model PDF: ETQP3M1R2KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R2KFM,功率电感,SMT,ETQP3M1R2,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R2KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M1R2KFM,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M1R5KFM,ETQP4M1R5,,,,,,,Automotive,Source archive: ETQP4M1R5KFM,Model PDF: ETQP4M1R5KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R5KFM,功率电感,SMT,ETQP4M1R5,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R5KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M1R5KFM,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M1R5KVC,ETQP4M1R5,,,,,,,Automotive,Source archive: ETQP4M1R5KVC,Model PDF: ETQP4M1R5KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R5KVC,功率电感,SMT,ETQP4M1R5,10mm square,L1=1.5119uH | C1=14.46pF | R2=0.0048Ω | R1=2957.82Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R5KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M1R5KVC,,,,,,,,,,,,,,,,,,1.5119,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M1R5KVK,ETQP4M1R5,,,,,,,Automotive,Source archive: ETQP4M1R5KVK,Model PDF: ETQP4M1R5KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R5KVK,功率电感,SMT,ETQP4M1R5,8mm square,L1=1.3541uH | C1=13.77pF | R2=0.0047Ω | R1=2652.52Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M1R5KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M1R5KVK,,,,,,,,,,,,,,,,,,1.3541,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M220KFM,ETQP4M220,,,,,,,Automotive,Source archive: ETQP4M220KFM,Model PDF: ETQP4M220KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KFM,功率电感,SMT,ETQP4M220,7mm square,L1=21.7359uH | C1=15.19pF | R2=0.0841Ω | R1=28160.47Ω | 7mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M220KFM,,,,,,,,,,,,,,,,,,21.7359,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,7mm square
Panasonic(松下),ETQP4M220KFN,ETQP4M220,,,,,,,Automotive,Source archive: ETQP4M220KFN,Model PDF: ETQP4M220KFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KFN,功率电感,SMT,ETQP4M220,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M220KFN,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M220KVC,ETQP4M220,,,,,,,Automotive,Source archive: ETQP4M220KVC,Model PDF: ETQP4M220KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KVC,功率电感,SMT,ETQP4M220,10mm square,L1=21.1046uH | C1=20.03pF | R2=0.0593Ω | R1=27198.7Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M220KVC,,,,,,,,,,,,,,,,,,21.1046,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M220KVK,ETQP4M220,,,,,,,Automotive,Source archive: ETQP4M220KVK,Model PDF: ETQP4M220KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KVK,功率电感,SMT,ETQP4M220,8mm square,L1=22.0241uH | C1=14.88pF | R2=0.0777Ω | R1=33222.2Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M220KVK,,,,,,,,,,,,,,,,,,22.0241,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M220YFN,ETQP4M220,,,,,,,Automotive,Source archive: ETQP4M220YFN,Model PDF: ETQP4M220YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220YFN,功率电感,SMT,ETQP4M220,6mm square,L1=21.6278uH | C1=10.91pF | R2=0.126Ω | R1=21021.6697Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M220YFN,,,,,,,,,,,,,,,,,,21.6278,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M220YFP,ETQP4M220,,,,,,,Automotive,Source archive: ETQP4M220YFP,Model PDF: ETQP4M220YFP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220YFP,功率电感,SMT,ETQP4M220,5mm square,L1=21.8901uH | C1=8.39pF | R2=0.163Ω | R1=18766.4927Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220YFP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M220YFP,,,,,,,,,,,,,,,,,,21.8901,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP4M2R2KFM,ETQP4M2R2,,,,,,,Automotive,Source archive: ETQP4M2R2KFM,Model PDF: ETQP4M2R2KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KFM,功率电感,SMT,ETQP4M2R2,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M2R2KFM,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M2R2KFN,ETQP4M2R2,,,,,,,Automotive,Source archive: ETQP4M2R2KFN,Model PDF: ETQP4M2R2KFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KFN,功率电感,SMT,ETQP4M2R2,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M2R2KFN,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M2R2KVC,ETQP4M2R2,,,,,,,Automotive,Source archive: ETQP4M2R2KVC,Model PDF: ETQP4M2R2KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KVC,功率电感,SMT,ETQP4M2R2,10mm square,L1=2.1539uH | C1=15.37pF | R2=0.0068Ω | R1=4197.18Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M2R2KVC,,,,,,,,,,,,,,,,,,2.1539,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M2R2KVK,ETQP4M2R2,,,,,,,Automotive,Source archive: ETQP4M2R2KVK,Model PDF: ETQP4M2R2KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KVK,功率电感,SMT,ETQP4M2R2,8mm square,L1=2.1333uH | C1=13.78pF | R2=0.0084Ω | R1=3921.85Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M2R2KVK,,,,,,,,,,,,,,,,,,2.1333,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M2R2YFN,ETQP4M2R2,,,,,,,Automotive,Source archive: ETQP4M2R2YFN,Model PDF: ETQP4M2R2YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2YFN,功率电感,SMT,ETQP4M2R2,6mm square,L1=2.2066uH | C1=12.55pF | R2=0.0104Ω | R1=3025.2279Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M2R2YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M2R2YFN,,,,,,,,,,,,,,,,,,2.2066,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M330KFM,ETQP4M330,,,,,,,Automotive,Source archive: ETQP4M330KFM,Model PDF: ETQP4M330KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330KFM,功率电感,SMT,ETQP4M330,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M330KFM,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP4M330KVC,ETQP4M330,,,,,,,Automotive,Source archive: ETQP4M330KVC,Model PDF: ETQP4M330KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330KVC,功率电感,SMT,ETQP4M330,10mm square,L1=31.3553uH | C1=23.08pF | R2=0.0862Ω | R1=33963.2Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M330KVC,,,,,,,,,,,,,,,,,,31.3553,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M330KVK,ETQP4M330,,,,,,,Automotive,Source archive: ETQP4M330KVK,Model PDF: ETQP4M330KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330KVK,功率电感,SMT,ETQP4M330,8mm square,L1=32.6762uH | C1=16.62pF | R2=0.1211Ω | R1=32547.7Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M330KVK,,,,,,,,,,,,,,,,,,32.6762,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M330YFN,ETQP4M330,,,,,,,Automotive,Source archive: ETQP4M330YFN,Model PDF: ETQP4M330YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330YFN,功率电感,SMT,ETQP4M330,6mm square,L1=34.0339uH | C1=13.32pF | R2=0.172Ω | R1=25107.5019Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M330YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M330YFN,,,,,,,,,,,,,,,,,,34.0339,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M3R3KFN,ETQP4M3R3,,,,,,,Automotive,Source archive: ETQP4M3R3KFN,Model PDF: ETQP4M3R3KFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3KFN,功率电感,SMT,ETQP4M3R3,6mm square,L1=3.1719uH | C1=13.49pF | R2=0.0131Ω | R1=57723.53Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3KFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M3R3KFN,,,,,,,,,,,,,,,,,,3.1719,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M3R3KVC,ETQP4M3R3,,,,,,,Automotive,Source archive: ETQP4M3R3KVC,Model PDF: ETQP4M3R3KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3KVC,功率电感,SMT,ETQP4M3R3,10mm square,L1=3.2859uH | C1=18.25pF | R2=0.0092Ω | R1=6394.78Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M3R3KVC,,,,,,,,,,,,,,,,,,3.2859,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M3R3KVK,ETQP4M3R3,,,,,,,Automotive,Source archive: ETQP4M3R3KVK,Model PDF: ETQP4M3R3KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3KVK,功率电感,SMT,ETQP4M3R3,8mm square,L1=3.3459uH | C1=15.34pF | R2=0.0142Ω | R1=6678.23Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M3R3KVK,,,,,,,,,,,,,,,,,,3.3459,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
Panasonic(松下),ETQP4M3R3YFN,ETQP4M3R3,,,,,,,Automotive,Source archive: ETQP4M3R3YFN,Model PDF: ETQP4M3R3YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3YFN,功率电感,SMT,ETQP4M3R3,6mm square,L1=3.3938uH | C1=12.06pF | R2=0.0154Ω | R1=4716.7674Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M3R3YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M3R3YFN,,,,,,,,,,,,,,,,,,3.3938,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
