品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,工作温度,官网链接,数据来源,数据状态,校验时间,校验备注,额定电流,DCR,电感值,电感单位,电感误差,饱和电流,屏蔽类型,系列说明,_model_rule_authority
Vishay(威世),IHLP-2525CZ-06,IHLP-2525CZ-06,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series, 10 % DCR Tolerance 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=0.1~10uH | Irms=32.5A | Isat=60A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +125,Production,7.2,6.7,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,32.5,,0.1,uH,,60,,"IHLP® Commercial Inductors, High Saturation Series, 10 % DCR Tolerance 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-2525CZ-07,IHLP-2525CZ-07,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series, 5 % DCR Tolerance 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=0.1~10uH | Irms=32.5A | Isat=60A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +125,Production,7.2,6.7,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,32.5,,0.1,uH,,60,,"IHLP® Commercial Inductors, High Saturation Series, 5 % DCR Tolerance 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-2525CZ-11,IHLP-2525CZ-11,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, Low DCR Series 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=1~22uH | Irms=12.5A | Isat=9.5A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +125,Production,7.2,6.7,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,12.5,,1,uH,,9.5,,"IHLP® Commercial Inductors, Low DCR Series 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-2525CZ-1A,IHLP-2525CZ-1A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low DCR Series 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=1~22uH | Irms=12.5A | Isat=9.5A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +125,Production,7.2,6.7,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,12.5,,1,uH,,9.5,,"IHLP® Automotive Inductors, Low DCR Series 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-2525CZ-5A,IHLP-2525CZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=0.33~22uH | Irms=22A | Isat=17A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +155,Production,7.2,6.7,3.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,22,,0.33,uH,,17,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-2525CZ-8A,IHLP-2525CZ-8A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=0.33~22uH | Irms=22A | Isat=17A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +180,Production,7.2,6.7,3.0,-55 to +180,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,22,,0.33,uH,,17,,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-2525CZ-A1,IHLP-2525CZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=0.1~10uH | Irms=32.5A | Isat=60A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +125,Production,7.2,6.7,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,32.5,,0.1,uH,,60,,"IHLP® Automotive Inductors, High Saturation Series 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-2525EZ-01,IHLP-2525EZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 7.2 x 6.7 x 5.0",功率电感,SMT,2525,7.2 x 6.7 x 5.0 mm,L=0.56~10uH | Irms=20A | Isat=15A | Case=2525 | 7.2 x 6.7 x 5.0 mm | Temp=-55 to +125,Production,7.2,6.7,5.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,20,,0.56,uH,,15,,"IHLP® Commercial Inductors, High Saturation Series 7.2 x 6.7 x 5.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-2525EZ-A1,IHLP-2525EZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 7.2 x 6.7 x 5.0",功率电感,SMT,2525,7.2 x 6.7 x 5.0 mm,L=0.56~10uH | Irms=20A | Isat=15A | Case=2525 | 7.2 x 6.7 x 5.0 mm | Temp=-55 to +125,Production,7.2,6.7,5.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,20,,0.56,uH,,15,,"IHLP® Automotive Inductors, High Saturation Series 7.2 x 6.7 x 5.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-4040DZ-01,IHLP-4040DZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 11.5 x 10.3 x 4.0",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.19~22uH | Irms=40A | Isat=90A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +125,Production,11.5,10.3,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,40,,0.19,uH,,90,,"IHLP® Commercial Inductors, High Saturation Series 11.5 x 10.3 x 4.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-4040DZ-11,IHLP-4040DZ-11,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, Low DCR Series 11.5 x 10.3 x",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.19~100uH | Irms=40A | Isat=46A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +125,Production,11.5,10.3,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,40,,0.19,uH,,46,,"IHLP® Commercial Inductors, Low DCR Series 11.5 x 10.3 x",vishay_ihlp_power_inductors
Vishay(威世),IHLP-4040DZ-1A,IHLP-4040DZ-1A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low DCR Series 11.5 x 10.3 x",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.19~100uH | Irms=40A | Isat=46A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +125,Production,11.5,10.3,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,40,,0.19,uH,,46,,"IHLP® Automotive Inductors, Low DCR Series 11.5 x 10.3 x",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-4040DZ-5A,IHLP-4040DZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 11.5 x 10.3 x 4.0",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.47~68uH | Irms=35.5A | Isat=28.5A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +155,Production,11.5,10.3,4.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,35.5,,0.47,uH,,28.5,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 11.5 x 10.3 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-4040DZ-8A,IHLP-4040DZ-8A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 11.5 x 10.3 x 4.0",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.47~68uH | Irms=30A | Isat=28.5A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +180,Production,11.5,10.3,4.0,-55 to +180,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,30,,0.47,uH,,28.5,,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 11.5 x 10.3 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-4040DZ-A1,IHLP-4040DZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 11.5 x 10.3 x 4.0",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.19~22uH | Irms=40A | Isat=90A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +125,Production,11.5,10.3,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,40,,0.19,uH,,90,,"IHLP® Automotive Inductors, High Saturation Series 11.5 x 10.3 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-4040ED-5A,IHLP-4040ED-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 11.5 x 10.3 x 5.4",功率电感,SMT,4040,11.5 x 10.3 x 5.4 mm,L=0.33~75uH | Irms=36A | Isat=20.8A | Case=4040 | 11.5 x 10.3 x 5.4 mm | Temp=-55 to +155,Production,11.5,10.3,5.4,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,36,,0.33,uH,,20.8,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 11.5 x 10.3 x 5.4",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-4W40DZ-5A,IHLP-4W40DZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Wide Terminal Series",功率电感,SMT,4W40,,L=0.47~68uH | Irms=35A | Isat=28.5A | Case=4W40 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,35,,0.47,uH,,28.5,,"IHLP® Automotive Inductors, High Temperature (155 °C) Wide Terminal Series",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-5050CE-01,IHLP-5050CE-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 13.6 x 12.9 x 3.5",功率电感,SMT,5050,13.6 x 12.9 x 3.5 mm,L=0.1~10uH | Irms=43A | Isat=84A | Case=5050 | 13.6 x 12.9 x 3.5 mm | Temp=-55 to +125,Production,13.6,12.9,3.5,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,43,,0.1,uH,,84,,"IHLP® Commercial Inductors, High Saturation Series 13.6 x 12.9 x 3.5",vishay_ihlp_power_inductors
Vishay(威世),IHLP-5050CE-06,IHLP-5050CE-06,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series, 10 % DCR Tolerance 13.6 x 12.9 x 3.5",功率电感,SMT,5050,13.6 x 12.9 x 3.5 mm,L=0.6~10uH | Irms=29A | Isat=51A | Case=5050 | 13.6 x 12.9 x 3.5 mm | Temp=-55 to +125,Production,13.6,12.9,3.5,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,29,,0.6,uH,,51,,"IHLP® Commercial Inductors, High Saturation Series, 10 % DCR Tolerance 13.6 x 12.9 x 3.5",vishay_ihlp_power_inductors
Vishay(威世),IHLP-5050CE-07,IHLP-5050CE-07,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series, 5 % DCR Tolerance 13.6 x 12.9 x 3.5",功率电感,SMT,5050,13.6 x 12.9 x 3.5 mm,L=0.6~10uH | Irms=29A | Isat=51A | Case=5050 | 13.6 x 12.9 x 3.5 mm | Temp=-55 to +125,Production,13.6,12.9,3.5,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,29,,0.6,uH,,51,,"IHLP® Commercial Inductors, High Saturation Series, 5 % DCR Tolerance 13.6 x 12.9 x 3.5",vishay_ihlp_power_inductors
Vishay(威世),IHLP-5050CE-A1,IHLP-5050CE-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 13.6 x 12.9 x 3.5",功率电感,SMT,5050,13.6 x 12.9 x 3.5 mm,L=0.1~10uH | Irms=43A | Isat=84A | Case=5050 | 13.6 x 12.9 x 3.5 mm | Temp=-55 to +125,Production,13.6,12.9,3.5,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,43,,0.1,uH,,84,,"IHLP® Automotive Inductors, High Saturation Series 13.6 x 12.9 x 3.5",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-5050DC-5A,IHLP-5050DC-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 13.6 x 12.9 x 4.3",功率电感,SMT,5050,13.6 x 12.9 x 4.3 mm,L=0.22~47uH | Irms=49A | Isat=54.4A | Case=5050 | 13.6 x 12.9 x 4.3 mm | Temp=-55 to +155,Production,13.6,12.9,4.3,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,49,,0.22,uH,,54.4,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 13.6 x 12.9 x 4.3",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-5050EZ-01,IHLP-5050EZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 13.6 x 12.9 x 5.0",功率电感,SMT,5050,13.6 x 12.9 x 5.0 mm,L=0.1~10uH | Irms=55A | Isat=118A | Case=5050 | 13.6 x 12.9 x 5.0 mm | Temp=-55 to +125,Production,13.6,12.9,5.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,55,,0.1,uH,,118,,"IHLP® Commercial Inductors, High Saturation Series 13.6 x 12.9 x 5.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-6767DZ-01,IHLP-6767DZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 17.9 x 17.1 x 4.0",功率电感,SMT,6767,17.9 x 17.1 x 4.0 mm,L=0.22~10uH | Irms=75A | Isat=92A | Case=6767 | 17.9 x 17.1 x 4.0 mm | Temp=-55 to +125,Production,17.9,17.1,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,75,,0.22,uH,,92,,"IHLP® Commercial Inductors, High Saturation Series 17.9 x 17.1 x 4.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-6767DZ-11,IHLP-6767DZ-11,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, Low DCR Series 17.9 x 17.1 x 4.0",功率电感,SMT,6767,17.9 x 17.1 x 4.0 mm,L=1~47uH | Irms=41A | Isat=27.5A | Case=6767 | 17.9 x 17.1 x 4.0 mm | Temp=-55 to +125,Production,17.9,17.1,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,41,,1,uH,,27.5,,"IHLP® Commercial Inductors, Low DCR Series 17.9 x 17.1 x 4.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP-6767DZ-1A,IHLP-6767DZ-1A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low DCR Series 17.9 x 17.1 x 4.0",功率电感,SMT,6767,17.9 x 17.1 x 4.0 mm,L=1~22uH | Irms=41A | Isat=27.5A | Case=6767 | 17.9 x 17.1 x 4.0 mm | Temp=-55 to +125,Production,17.9,17.1,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,41,,1,uH,,27.5,,"IHLP® Automotive Inductors, Low DCR Series 17.9 x 17.1 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP-6767DZ-A1,IHLP-6767DZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 17.9 x 17.1 x 4.0",功率电感,SMT,6767,17.9 x 17.1 x 4.0 mm,L=0.22~10uH | Irms=75A | Isat=92A | Case=6767 | 17.9 x 17.1 x 4.0 mm | Temp=-55 to +125,Production,17.9,17.1,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,75,,0.22,uH,,92,,"IHLP® Automotive Inductors, High Saturation Series 17.9 x 17.1 x 4.0",vishay_ihlp_power_inductors_automotive
